Trans. Date,Post Date,Description,Amount,Category
05/06/2017,05/06/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00676R",7.08,"Gasoline"
05/07/2017,05/07/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",3.51,"Supermarkets"
05/07/2017,05/07/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",25.33,"Supermarkets"
05/07/2017,05/07/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",38.54,"Supermarkets"
05/07/2017,05/07/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00779R",5.39,"Gasoline"
05/07/2017,05/07/2017,"TARGET RICHFIELD MN",19.84,"Supermarkets"
05/08/2017,05/08/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",4.10,"Supermarkets"
05/08/2017,05/08/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.96,"Supermarkets"
05/08/2017,05/08/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00819R",7.08,"Gasoline"
05/09/2017,05/09/2017,"CHIPOTLE 1414 RICHFIELD MN",8.05,"Restaurants"
05/09/2017,05/09/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",4.49,"Supermarkets"
05/09/2017,05/09/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00992R",9.68,"Gasoline"
05/09/2017,05/09/2017,"TARGET RICHFIELD MN",77.97,"Supermarkets"
05/10/2017,05/10/2017,"ELEVATED MPLS MINNEAPOLIS MN",26.03,"Merchandise"
05/10/2017,05/10/2017,"JIMMY JOHNS # 188 SAINT PAUL MN",7.52,"Restaurants"
05/10/2017,05/10/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",3.83,"Supermarkets"
05/12/2017,05/12/2017,"ELEVATED MPLS MINNEAPOLIS MN",29.58,"Merchandise"
05/14/2017,05/14/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",17.88,"Supermarkets"
05/14/2017,05/14/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01413R",5.39,"Gasoline"
05/15/2017,05/15/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.90,"Supermarkets"
05/15/2017,05/15/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01534R",5.39,"Gasoline"
05/15/2017,05/15/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01554R",7.08,"Gasoline"
05/15/2017,05/15/2017,"SURLY BREWING TAPROOM BROOKLYN CENTMN",50.00,"Restaurants"
05/15/2017,05/15/2017,"TARGET RICHFIELD MN",17.73,"Supermarkets"
05/16/2017,05/16/2017,"CBI*PARALLELS 800-799-9570 IL112471458",106.86,"Merchandise"
05/16/2017,05/16/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.37,"Supermarkets"
05/16/2017,05/16/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",23.75,"Supermarkets"
05/16/2017,05/16/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01628R",2.00,"Gasoline"
05/16/2017,05/16/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01694R",5.39,"Gasoline"
05/17/2017,05/17/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",13.22,"Merchandise"
05/17/2017,05/17/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.38,"Supermarkets"
05/17/2017,05/17/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01705R",5.39,"Gasoline"
05/17/2017,05/17/2017,"TARGET RICHFIELD MN",13.83,"Supermarkets"
05/18/2017,05/18/2017,"ENVIRONMENT MINNESOTA 800-401-6511 COENVIRONMENT MINNESOTA",15.00,"Services"
05/18/2017,05/18/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",16.51,"Merchandise"
05/18/2017,05/18/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01803R",5.39,"Gasoline"
05/19/2017,05/19/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",27.52,"Merchandise"
05/19/2017,05/19/2017,"NTB 875 ST PAUL MN0001000118371705190936",574.55,"Automotive"
05/19/2017,05/19/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01913R",40.90,"Gasoline"
05/19/2017,05/19/2017,"US CLEANERS MINNEAPOLIS MN",51.67,"Services"
05/20/2017,05/20/2017,"ELEVATED MPLS MINNEAPOLIS MN",29.33,"Merchandise"
05/20/2017,05/20/2017,"SLING.COM 888-393-6312 CO",21.44,"Services"
05/21/2017,05/21/2017,"SQ *PARKWAY PIZZA GOSQ MINNEAPOLIS MN0002305843011102085362",27.54,"Services"
05/21/2017,05/21/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02177R",9.24,"Gasoline"
05/22/2017,05/22/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.86,"Merchandise"
05/22/2017,05/22/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02249R",3.98,"Gasoline"
05/23/2017,05/23/2017,"ELEVATED MPLS MINNEAPOLIS MN",37.05,"Merchandise"
05/25/2017,05/25/2017,"INTERNET PAYMENT - THANK YOU",-1500.00,"Payments and Credits"
05/25/2017,05/25/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
05/25/2017,05/25/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",27.59,"Supermarkets"
05/25/2017,05/25/2017,"TARGET RICHFIELD MN",32.17,"Supermarkets"
05/26/2017,05/27/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",23.14,"Supermarkets"
05/26/2017,05/27/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02612R",5.39,"Gasoline"
05/26/2017,05/27/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02633R",5.39,"Gasoline"
05/27/2017,05/27/2017,"IN *MINNEHAHA FALLS NU 612-7245453 MNAJ0KAPAF",12.91,"Home Improvement"
05/27/2017,05/27/2017,"LINKEDIN-326*0238374 LNKD.IN/BILL CA808890334-3260238374",32.32,"Merchandise"
05/27/2017,05/27/2017,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
05/27/2017,05/27/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02760R",3.91,"Gasoline"
05/27/2017,05/27/2017,"TARGET RICHFIELD MN",12.99,"Supermarkets"
05/28/2017,05/28/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.51,"Supermarkets"
05/28/2017,05/28/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",13.16,"Supermarkets"
05/28/2017,05/28/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02882R",5.39,"Gasoline"
05/29/2017,05/29/2017,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA0528",70.74,"Services"
05/29/2017,05/29/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",3.25,"Supermarkets"
05/29/2017,05/29/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02945R",5.39,"Gasoline"
05/29/2017,05/29/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02995R",5.39,"Gasoline"
05/29/2017,05/29/2017,"THE HOME DEPOT #2845 RICHFIELD MN",18.08,"Home Improvement"
05/30/2017,05/30/2017,"ERIKS BIKE SHOP SAINT PAUL MN",77.77,"Merchandise"
05/30/2017,05/30/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN03013R",7.08,"Gasoline"
05/30/2017,05/30/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN03063R",14.06,"Gasoline"
05/30/2017,05/30/2017,"TARGET RICHFIELD MN",5.09,"Supermarkets"
05/31/2017,05/31/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",29.73,"Merchandise"
05/31/2017,05/31/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",4.59,"Supermarkets"
05/31/2017,05/31/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",15.23,"Supermarkets"
05/31/2017,05/31/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN03140R",11.07,"Gasoline"
06/01/2017,06/01/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.71,"Merchandise"
06/02/2017,06/02/2017,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",11.99,"Services"
06/03/2017,06/03/2017,"AMAZON WEB SERVICES AWS.AMAZON.COWAQD7U4HGR4V9",0.50,"Services"
06/03/2017,06/03/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.71,"Merchandise"
06/04/2017,06/04/2017,"UBER TECHNOLOGIES INC 866-576-1039 CA1PDAVQD2",14.50,"Travel/ Entertainment"
06/05/2017,06/05/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.71,"Merchandise"
06/05/2017,06/05/2017,"NETFLIX.COM NETFLIX.COM CANETFLIX.COM",8.61,"Services"
06/05/2017,06/05/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00587R",7.00,"Gasoline"
06/06/2017,06/06/2017,"ELEVATED MPLS MINNEAPOLIS MN",27.12,"Merchandise"
06/06/2017,06/06/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",17.87,"Supermarkets"
06/07/2017,06/07/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",27.52,"Merchandise"
06/08/2017,06/08/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.86,"Merchandise"
06/08/2017,06/08/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00828R",8.62,"Gasoline"
06/09/2017,06/09/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",33.04,"Supermarkets"
06/09/2017,06/09/2017,"VZWRLSS*MY VZ VN P 800-922-0204 FLN000000000000269732662",205.47,"Services"
06/09/2017,06/09/2017,"VZWRLSS*N8322-01 800-922-0204 FLN832201007572320256303",108.35,"Services"
06/10/2017,06/10/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.02,"Merchandise"
06/10/2017,06/10/2017,"SQ *PARKWAY PIZZA GOSQ MINNEAPOLIS MN0002305843011127413476",35.48,"Services"
06/11/2017,06/11/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01113R",4.32,"Gasoline"
06/11/2017,06/11/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01119R",4.32,"Gasoline"
06/12/2017,06/12/2017,"ELEVATED MPLS MINNEAPOLIS MN",20.93,"Merchandise"
06/12/2017,06/12/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
06/12/2017,06/12/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.28,"Supermarkets"
06/12/2017,06/12/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.98,"Supermarkets"
06/12/2017,06/12/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",24.22,"Supermarkets"
06/12/2017,06/12/2017,"STARBUCKS STORE 00276 ST. PAUL MN000P3B11KBFF664907",5.11,"Restaurants"
06/12/2017,06/12/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01213R",2.22,"Gasoline"
06/13/2017,06/13/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",13.76,"Merchandise"
06/14/2017,06/14/2017,"ELEVATED MPLS MINNEAPOLIS MN",23.14,"Merchandise"
06/15/2017,06/15/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",24.75,"Merchandise"
06/16/2017,06/16/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",24.75,"Merchandise"
06/17/2017,06/17/2017,"GOOGLE *GOOGLE MUSIC G.CO/PAYHELP#CAP0EMLGF4",1.29,"Merchandise"
06/17/2017,06/17/2017,"GOOGLE *GOOGLE MUSIC G.CO/PAYHELP#CAP0EMDAXK",1.29,"Merchandise"
06/17/2017,06/17/2017,"GOOGLE *GOOGLE MUSIC G.CO/PAYHELP#CAP0EMKPPU",9.49,"Merchandise"
06/18/2017,06/18/2017,"ENVIRONMENT MINNESOTA 800-401-6511 COENVIRONMENT MINNESOTA",15.00,"Services"
06/18/2017,06/18/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.03,"Supermarkets"
06/18/2017,06/18/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01840R",5.79,"Gasoline"
06/18/2017,06/18/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01806R",12.92,"Gasoline"
06/19/2017,06/19/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",32.49,"Merchandise"
06/20/2017,06/20/2017,"INTERNET PAYMENT - THANK YOU",-1100.00,"Payments and Credits"
06/20/2017,06/20/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",17.42,"Supermarkets"
06/20/2017,06/20/2017,"SLING.COM 888-393-6312 CO",21.44,"Services"
06/20/2017,06/20/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02078R",6.01,"Gasoline"
06/21/2017,06/21/2017,"ELEVATED MPLS MINNEAPOLIS MN",23.14,"Merchandise"
06/21/2017,06/21/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",8.24,"Merchandise"
06/21/2017,06/21/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",22.52,"Supermarkets"
06/23/2017,06/23/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MNAPPLE PAY ENDING IN 6897",26.97,"Merchandise"
06/23/2017,06/23/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",8.82,"Supermarkets"
06/24/2017,06/24/2017,"APL* ITUNES.COM/BILL 866-712-7753 CA400YSBDG MV139Z1VBL-0",1.07,"Merchandise"
06/24/2017,06/24/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MNAPPLE PAY ENDING IN 6897",29.74,"Merchandise"
06/26/2017,06/27/2017,"ELEVATED MPLS MINNEAPOLIS MN",20.94,"Merchandise"
06/26/2017,06/27/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
06/26/2017,06/27/2017,"USPS PO 2663260417 MINNEAPOLIS MN",4.64,"Government Services"
06/27/2017,06/27/2017,"LINKEDIN-329*8614044 LNKD.IN/BILL CA822763074-3298614044",32.32,"Merchandise"
06/27/2017,06/27/2017,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
06/27/2017,06/27/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",19.04,"Supermarkets"
06/27/2017,06/27/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02700R",4.32,"Gasoline"
06/28/2017,06/28/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
06/28/2017,06/28/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",31.39,"Supermarkets"
06/29/2017,06/29/2017,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA0628",75.74,"Services"
06/29/2017,06/29/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",22.53,"Supermarkets"
06/29/2017,06/29/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02919R",4.32,"Gasoline"
06/29/2017,06/29/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02947R",4.32,"Gasoline"
06/30/2017,06/30/2017,"MCDONALD'S F1406 MINNEAPOLIS MN",2.90,"Restaurants"
06/30/2017,06/30/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",12.96,"Supermarkets"
06/30/2017,06/30/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",20.52,"Supermarkets"
06/30/2017,06/30/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN03037R",4.32,"Gasoline"
07/01/2017,07/01/2017,"INTERNET PAYMENT - THANK YOU",-1014.30,"Payments and Credits"
07/01/2017,07/01/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",14.24,"Supermarkets"
07/01/2017,07/01/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00199R",4.29,"Gasoline"
07/01/2017,07/01/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00172R",4.32,"Gasoline"
07/01/2017,07/01/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00186R",4.32,"Gasoline"
07/02/2017,07/02/2017,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",11.99,"Services"
07/02/2017,07/02/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",2.16,"Supermarkets"
07/02/2017,07/02/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",21.68,"Supermarkets"
07/02/2017,07/02/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00269R",2.00,"Gasoline"
07/02/2017,07/02/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00292R",4.32,"Gasoline"
07/02/2017,07/02/2017,"TARGET RICHFIELD MN",8.57,"Supermarkets"
07/03/2017,07/03/2017,"AMAZON WEB SERVICES AWS.AMAZON.COWAFKIKFVDEOE3",0.50,"Services"
07/03/2017,07/03/2017,"EXXONMOBIL GRANTSBURG WI",9.48,"Gasoline"
07/03/2017,07/03/2017,"EXXONMOBIL GRANTSBURG WI",40.45,"Gasoline"
07/03/2017,07/03/2017,"KOWALSKI'S MARKET MINNEAPOLIS MN",13.89,"Supermarkets"
07/03/2017,07/03/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00344R",4.32,"Gasoline"
07/03/2017,07/03/2017,"TACO BELL 3314 SAINT PAUL MN",10.08,"Restaurants"
07/04/2017,07/04/2017,"EXXONMOBIL GRANTSBURG WI",3.17,"Gasoline"
07/04/2017,07/04/2017,"LUMOSITY.COM*UR9EFJ 877-777-0502 CALUMOSITY.COM*UR9EFJ",59.95,"Merchandise"
07/04/2017,07/04/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",26.42,"Merchandise"
07/04/2017,07/04/2017,"MYFICO COM 8003194433 CA",59.85,"Merchandise"
07/05/2017,07/05/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",26.42,"Merchandise"
07/05/2017,07/05/2017,"NETFLIX.COM NETFLIX.COM CANETFLIX.COM",8.61,"Services"
07/05/2017,07/05/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00548R",8.62,"Gasoline"
07/06/2017,07/06/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MNAPPLE PAY ENDING IN 6897",27.40,"Merchandise"
07/07/2017,07/07/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",26.42,"Merchandise"
07/08/2017,07/08/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",26.42,"Merchandise"
07/09/2017,07/09/2017,"ELEVATED MPLS MINNEAPOLIS MN",20.93,"Merchandise"
07/10/2017,07/10/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MNAPPLE PAY ENDING IN 6897",8.24,"Merchandise"
07/12/2017,07/12/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",15.33,"Supermarkets"
07/13/2017,07/13/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.13,"Supermarkets"
07/13/2017,07/13/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",12.60,"Supermarkets"
07/13/2017,07/13/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01384R",2.00,"Gasoline"
07/13/2017,07/13/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01329R",6.34,"Gasoline"
07/14/2017,07/14/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",2.16,"Supermarkets"
07/14/2017,07/14/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",33.95,"Supermarkets"
07/14/2017,07/14/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01464R",4.32,"Gasoline"
07/14/2017,07/14/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01401R",4.32,"Gasoline"
07/14/2017,07/14/2017,"SUPERAMERICA 4359 ST PAUL MN01469R",0.99,"Gasoline"
07/15/2017,07/15/2017,"IN *MINNEHAHA FALLS NU 612-7245453 MNA0G4NQE1",33.33,"Home Improvement"
07/15/2017,07/15/2017,"NOKOMIS TRUE VALUE HDWR MINNEAPOLIS MN",40.92,"Home Improvement"
07/15/2017,07/15/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",49.71,"Supermarkets"
07/15/2017,07/15/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01548R",2.50,"Gasoline"
07/15/2017,07/15/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01504R",5.15,"Gasoline"
07/16/2017,07/16/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.21,"Supermarkets"
07/16/2017,07/16/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01643R",3.38,"Gasoline"
07/16/2017,07/16/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01672R",4.32,"Gasoline"
07/16/2017,07/16/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01678R",4.89,"Gasoline"
07/17/2017,07/17/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.28,"Supermarkets"
07/17/2017,07/17/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01790R",4.32,"Gasoline"
07/17/2017,07/17/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01783R",10.30,"Gasoline"
07/18/2017,07/18/2017,"ENVIRONMENT MINNESOTA 800-401-6511 COENVIRONMENT MINNESOTA",15.00,"Services"
07/18/2017,07/18/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MNAPPLE PAY ENDING IN 6897",8.24,"Merchandise"
07/18/2017,07/18/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",7.18,"Supermarkets"
07/18/2017,07/18/2017,"PILOT NORTHFIELD MN",4.30,"Gasoline"
07/18/2017,07/18/2017,"PILOT NORTHFIELD MN",7.83,"Restaurants"
07/18/2017,07/18/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01848R",13.40,"Gasoline"
07/19/2017,07/19/2017,"GOOGLE *GOOGLE MUSIC G.CO/HELPPAY#CAP0EPGXE3",10.49,"Merchandise"
07/19/2017,07/19/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MNAPPLE PAY ENDING IN 6897",14.49,"Merchandise"
07/19/2017,07/19/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.20,"Supermarkets"
07/20/2017,07/20/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MNAPPLE PAY ENDING IN 6897",26.97,"Merchandise"
07/20/2017,07/20/2017,"SLING.COM 888-393-6312 CO",21.44,"Services"
07/21/2017,07/21/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",26.97,"Merchandise"
07/23/2017,07/23/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",8.24,"Merchandise"
07/23/2017,07/23/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.24,"Supermarkets"
07/23/2017,07/23/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",14.76,"Supermarkets"
07/23/2017,07/23/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02368R",4.56,"Gasoline"
07/24/2017,07/24/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",10.98,"Merchandise"
07/25/2017,07/25/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",10.98,"Merchandise"
